Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
3260,US-2016-162103,13/11/16,11/17/16,Stndrd Class,LB-16795,Laurel Beltran,home office,United States,Highland Park,Illinois,60035,Central,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,3.136,2,0.8,-4.704
3261,CA-2014-151554,14/11/14,11/15/14,Frst Clss,CM-11815,Candace McMahon,corporate,United States,Pasadena,Texas,77506,Central,OFF-PA-10004609,Office Supplies,Paper,Xerox 221,20.736,4,0.2,7.2576
3262,CA-2014-140662,17/11/14,11/19/14,Frst Clss,TS-21205,Thomas Seio,CORPORATE,United States,San Francisco,California,94109,West,TEC-AC-10001314,technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,99.98,2,0,7.9984
3263,CA-2014-140662,17/11/14,19/11/14,Frst Clss,TS-21205,Thomas Seio,Corporate,United States,San Francisco,California,94109,west,OFF-PA-10003395,office supplies,Paper,Xerox 1941,733.95,7,0,352.296
3264,CA-2014-140662,17/11/14,11/19/14,Frst Clss,TS-21205,Thomas Seio,CORPORATE,United States,San Francisco,California,94109,West,OFF-AP-10001242,OFFICE SUPPLIES,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,241.44,3,0,72.432
3265,CA-2016-122518,04/03/16,08/03/16,Secnd Class,RF-19345,Randy Ferguson,corporate,United States,Miami,Florida,33180,south,OFF-LA-10001641,Office Supplies,Labels,Avery 518,10.08,4,0.2,3.528
3266,US-2014-126571,10/11/14,10/15/14,Stndrd Class,JF-15565,Jill Fjeld,Consumer,United States,Philadelphia,Pennsylvania,19120,EAST,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,281.904,2,0.2,10.5714
3267,US-2014-126571,10/11/14,10/15/14,Stndrd Class,JF-15565,Jill Fjeld,CONSUMER,United States,Philadelphia,Pennsylvania,19120,East,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,201.432,3,0.2,67.9833
3268,CA-2014-143840,22/05/14,05/29/14,Stndrd Class,EH-14185,Evan Henry,consumer,United States,Decatur,Alabama,35601,south,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,135.98,2,0,33.995
3269,CA-2014-143840,05/22/14,29/05/14,Stndrd Class,EH-14185,Evan Henry,CONSUMER,United States,Decatur,Alabama,35601,SOUTH,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,44.95,1,0,12.586
3270,CA-2014-115980,07/15/14,07/19/14,Stndrd Class,VW-21775,Victoria Wilson,CORPORATE,United States,Sioux Falls,South Dakota,57103,CENTRAL,TEC-AC-10003709,TECHNOLOGY,Accessories,Maxell 4.7GB DVD-R 5/Pack,2.97,3,0,1.3068
3271,CA-2014-115980,15/07/14,19/07/14,Stndrd Class,VW-21775,Victoria Wilson,CORPORATE,United States,Sioux Falls,South Dakota,57103,central,OFF-FA-10000304,OFFICE SUPPLIES,Fasteners,Advantus Push Pins,6.54,3,0,2.6814
3272,CA-2015-155145,27/12/15,29/12/15,Secnd Class,KN-16450,Kean Nguyen,Corporate,United States,Visalia,California,93277,West,TEC-AC-10003709,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,7.92,8,0,3.4848
3273,,02/09/15,16/02/15,Stndrd Class,SJ-20215,,Consumer,United States,Los Angeles,California,90049,,FUR-CH-10002774,,,"Global Deluxe Stacking Chair, Gray",203.92,5,,
3274,CA-2017-133865,08/05/17,12/05/17,Stndrd Class,PS-19045,Penelope Sewall,Home Office,United States,Los Angeles,California,90032,WEST,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,3359.952,6,0.2,1049.985
3275,CA-2017-116358,11/02/17,06/11/17,Stndrd Class,KM-16225,Kalyca Meade,Corporate,United States,Overland Park,Kansas,66212,Central,OFF-FA-10003495,Office Supplies,Fasteners,Staples,18.24,3,0,9.12
3276,CA-2017-116358,02/11/17,06/11/17,Stndrd Class,KM-16225,Kalyca Meade,CORPORATE,United States,Overland Park,Kansas,66212,Central,OFF-AR-10004685,office supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",27.78,6,0,9.1674
3277,CA-2014-102988,05/04/14,09/04/14,Secnd Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,south,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,22.96,7,0,7.5768
3278,CA-2014-102988,05/04/14,04/09/14,Secnd Class,GM-14695,Greg Maxwell,corporate,United States,Alexandria,Virginia,22304,SOUTH,TEC-PH-10001615,technology,Phones,AT&T CL82213,28.99,1,0,8.4071
3279,CA-2014-102988,04/05/14,09/04/14,Secnd Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,SOUTH,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,12.96,2,0,6.3504
3280,CA-2014-102988,05/04/14,09/04/14,Secnd Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,south,OFF-AR-10000127,OFFICE SUPPLIES,Art,Newell 321,22.96,7,0,6.6584
3281,CA-2014-102988,05/04/14,09/04/14,Secnd Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,4164.05,5,0,83.281
3282,US-2014-117170,17/09/14,09/24/14,Stndrd Class,KT-16465,Kean Takahito,CONSUMER,United States,Raleigh,North Carolina,27604,South,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,47.984,2,0.2,13.1956
3283,US-2014-117170,17/09/14,24/09/14,Stndrd Class,KT-16465,Kean Takahito,consumer,United States,Raleigh,North Carolina,27604,SOUTH,OFF-PA-10000682,office supplies,Paper,Xerox 1924,4.624,1,0.2,1.6762
3284,CA-2014-159478,30/09/14,10/06/14,Stndrd Class,MH-17785,Maya Herman,CORPORATE,United States,New York City,New York,10035,east,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",15.24,3,0,5.1816
3285,CA-2014-103702,12/09/14,17/09/14,Stndrd Class,AF-10885,Art Foster,Consumer,United States,Fairfield,Ohio,45014,East,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",63.924,7,0.7,-46.8776
3286,CA-2017-150525,02/20/17,25/02/17,Stndrd Class,JP-16135,Julie Prescott,home office,United States,Muskogee,Oklahoma,74403,CENTRAL,OFF-AR-10002375,Office Supplies,Art,Newell 351,6.56,2,0,1.9024
3287,CA-2017-150525,20/02/17,02/25/17,Stndrd Class,JP-16135,Julie Prescott,Home Office,United States,Muskogee,Oklahoma,74403,Central,OFF-AP-10000595,office supplies,Appliances,Disposable Triple-Filter Dust Bags,13.11,3,0,3.4086
3288,CA-2015-157770,13/12/15,15/12/15,Frst Clss,RD-19585,Rob Dowd,Consumer,United States,Temecula,California,92592,west,TEC-PH-10001530,TECHNOLOGY,Phones,Plantronics Voyager Pro Legend,494.376,3,0.2,49.4376
3289,CA-2015-157770,13/12/15,15/12/15,Frst Clss,RD-19585,Rob Dowd,CONSUMER,United States,Temecula,California,92592,west,OFF-BI-10000050,office supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",29.2,5,0.2,9.855
3290,CA-2015-157770,13/12/15,15/12/15,Frst Clss,RD-19585,Rob Dowd,Consumer,United States,Temecula,California,92592,west,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,248.85,5,0,27.3735
3291,CA-2015-157770,13/12/15,12/15/15,Frst Clss,RD-19585,Rob Dowd,consumer,United States,Temecula,California,92592,West,TEC-AC-10003399,TECHNOLOGY,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,36.24,1,0,15.2208
3292,CA-2016-167290,10/30/16,04/11/16,Stndrd Class,JF-15295,Jason Fortune-,Consumer,United States,Sterling Heights,Michigan,48310,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312,11.68,2,0,3.504
3293,CA-2014-106264,26/12/14,30/12/14,Stndrd Class,CK-12595,Clytie Kelty,consumer,United States,San Diego,California,92024,west,OFF-SU-10002189,office supplies,Supplies,Acme Rosewood Handle Letter Opener,11.91,3,0,0.1191
3294,CA-2014-106264,26/12/14,30/12/14,Stndrd Class,CK-12595,Clytie Kelty,Consumer,United States,San Diego,California,92024,West,FUR-FU-10001852,furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",3.48,2,0,1.1136
3295,CA-2014-138023,15/08/14,18/08/14,Frst Clss,KH-16510,Keith Herrera,CONSUMER,United States,Dallas,Texas,75081,Central,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,30.96,8,0.8,-52.632
3296,CA-2017-113418,01/10/17,03/10/17,Frst Clss,CM-12655,Corinna Mitchell,Home Office,United States,New York City,New York,10035,east,TEC-MA-10002428,technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder,1704.89,11,0,767.2005
3297,US-2015-110569,23/05/15,30/05/15,Stndrd Class,EB-13870,Emily Burns,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,19.194,7,0.7,-12.796
3298,US-2015-110569,05/23/15,30/05/15,Stndrd Class,EB-13870,Emily Burns,CONSUMER,United States,Phoenix,Arizona,85023,WEST,OFF-AP-10004708,office supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,121.792,4,0.2,13.7016
3299,CA-2017-136308,11/16/17,11/16/17,Sm Day,MW-18235,Mitch Willingham,corporate,United States,San Francisco,California,94122,west,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,1919.976,3,0.2,215.9973
3300,US-2014-159926,18/11/14,11/22/14,Stndrd Class,CS-11950,Carlos Soltero,CONSUMER,United States,Philadelphia,Pennsylvania,19140,EAST,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,50.997,1,0.7,-40.7976
3301,US-2014-159926,18/11/14,22/11/14,Stndrd Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10003656,office supplies,Storage,Safco Industrial Wire Shelving,76.792,1,0.2,-16.3183
3302,US-2014-159926,11/18/14,22/11/14,Stndrd Class,CS-11950,Carlos Soltero,CONSUMER,United States,Philadelphia,Pennsylvania,19140,east,TEC-PH-10001128,Technology,Phones,Motorola Droid Maxx,539.964,6,0.4,-107.9928
3303,US-2014-159926,18/11/14,11/22/14,Stndrd Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19140,EAST,FUR-FU-10001473,furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",60.312,3,0.2,5.2773
3304,US-2014-159926,18/11/14,11/22/14,Stndrd Class,CS-11950,Carlos Soltero,CONSUMER,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,1.944,3,0.7,-1.4256
3305,CA-2014-104738,30/12/14,01/01/15,Secnd Class,SP-20620,Stefania Perrino,CORPORATE,United States,Laredo,Texas,78041,Central,OFF-EN-10004955,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,12.984,3,0.2,4.7067
3306,CA-2014-104738,30/12/14,01/01/15,Secnd Class,SP-20620,Stefania Perrino,corporate,United States,Laredo,Texas,78041,Central,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",217.584,2,0.2,19.0386
3307,CA-2014-104738,30/12/14,01/01/15,Secnd Class,SP-20620,Stefania Perrino,Corporate,United States,Laredo,Texas,78041,central,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,328.776,3,0.2,28.7679
3308,CA-2014-104738,30/12/14,01/01/15,Secnd Class,SP-20620,Stefania Perrino,CORPORATE,United States,Laredo,Texas,78041,Central,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,2.286,3,0.8,-3.6576
3309,CA-2014-104738,12/30/14,01/01/15,Secnd Class,SP-20620,Stefania Perrino,CORPORATE,United States,Laredo,Texas,78041,Central,TEC-AC-10003628,technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,47.984,2,0.2,14.3952
3310,CA-2015-144386,05/11/15,11/11/15,Stndrd Class,GT-14635,Grant Thornton,corporate,United States,New York City,New York,10009,EAST,OFF-BI-10001116,office supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",25.344,6,0.2,8.8704
3311,CA-2016-111416,09/17/16,09/22/16,Stndrd Class,LW-17215,Luke Weiss,consumer,United States,New York City,New York,10035,East,OFF-BI-10002026,OFFICE SUPPLIES,Binders,Avery Arch Ring Binders,232.4,5,0.2,78.435
3312,CA-2016-162747,20/03/16,03/25/16,Secnd Class,AH-10030,Aaron Hawkins,Corporate,United States,Gulfport,Mississippi,39503,South,FUR-FU-10003691,furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",86.45,7,0,38.038
3313,US-2014-133130,09/27/14,10/01/14,Stndrd Class,TH-21100,Thea Hendricks,consumer,United States,San Diego,California,92037,West,FUR-CH-10002602,FURNITURE,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,603.92,5,0.2,45.294
3314,US-2014-133130,27/09/14,01/10/14,Stndrd Class,TH-21100,Thea Hendricks,Consumer,United States,San Diego,California,92037,West,OFF-PA-10000675,office supplies,Paper,Xerox 1919,81.98,2,0,40.1702
3315,CA-2017-169978,24/12/17,28/12/17,Stndrd Class,HG-15025,Hunter Glantz,consumer,United States,Oceanside,New York,11572,EAST,FUR-CH-10002602,FURNITURE,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,271.764,2,0.1,48.3136
3316,CA-2017-169978,12/24/17,28/12/17,Stndrd Class,HG-15025,Hunter Glantz,consumer,United States,Oceanside,New York,11572,east,OFF-BI-10001900,OFFICE SUPPLIES,Binders,"DXL Angle-View Binders with Locking Rings, Black",14.376,3,0.2,4.8519
3317,CA-2017-161739,10/11/17,15/11/17,Secnd Class,EB-13750,Edward Becker,Corporate,United States,Round Rock,Texas,78664,Central,FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,341.96,5,0.6,-427.45
3318,CA-2015-165057,11/09/15,15/09/15,Stndrd Class,SC-20725,Steven Cartwright,consumer,United States,Redlands,California,92374,WEST,OFF-AR-10004648,office supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,181.35,9,0,48.9645
3319,CA-2015-165057,11/09/15,15/09/15,Stndrd Class,SC-20725,Steven Cartwright,Consumer,United States,Redlands,California,92374,West,OFF-LA-10003190,Office Supplies,Labels,Avery 474,8.64,3,0,4.2336
3320,CA-2014-134551,20/12/14,12/25/14,Stndrd Class,TS-21505,Tony Sayre,Consumer,United States,Columbia,Tennessee,38401,SOUTH,OFF-AP-10004868,office supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,43.512,7,0.2,3.8073
3321,CA-2014-134551,20/12/14,25/12/14,Stndrd Class,TS-21505,Tony Sayre,CONSUMER,United States,Columbia,Tennessee,38401,South,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,662.88,3,0.2,74.574
3322,CA-2014-134551,20/12/14,25/12/14,Stndrd Class,TS-21505,Tony Sayre,Consumer,United States,Columbia,Tennessee,38401,south,OFF-PA-10002689,office supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),25.92,5,0.2,9.072
3323,CA-2015-120810,23/07/15,07/27/15,Stndrd Class,TH-21550,Tracy Hopkins,Home Office,United States,New York City,New York,10009,east,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,68.94,3,0,20.682
3324,CA-2015-120810,23/07/15,27/07/15,Stndrd Class,TH-21550,Tracy Hopkins,Home Office,United States,New York City,New York,10009,East,FUR-FU-10002253,furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",128.82,3,0,50.2398
3325,CA-2014-165309,11/11/14,15/11/14,Stndrd Class,KD-16270,Karen Daniels,CONSUMER,United States,Houston,Texas,77095,CENTRAL,OFF-BI-10001359,office supplies,Binders,GBC DocuBind TL300 Electric Binding System,896.99,5,0.8,-1480.0335
3326,CA-2014-165309,11/11/14,15/11/14,Stndrd Class,KD-16270,Karen Daniels,CONSUMER,United States,Houston,Texas,77095,Central,OFF-BI-10001267,OFFICE SUPPLIES,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",1.234,1,0.8,-1.9744
3327,CA-2014-165309,11/11/14,15/11/14,Stndrd Class,KD-16270,Karen Daniels,CONSUMER,United States,Houston,Texas,77095,CENTRAL,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",67.56,3,0.2,6.756
3328,CA-2014-165309,11/11/14,15/11/14,Stndrd Class,KD-16270,Karen Daniels,consumer,United States,Houston,Texas,77095,Central,OFF-PA-10003724,office supplies,Paper,"Wirebound Message Book, 4 per Page",$21.72,5,0.2,7.8735 INR
3329,CA-2014-165309,11/11/14,15/11/14,Stndrd Class,KD-16270,Karen Daniels,CONSUMER,United States,Houston,Texas,77095,Central,OFF-PA-10001033,OFFICE SUPPLIES,Paper,Xerox 1893,262.336,8,0.2,95.0968
3330,CA-2014-165309,11/11/14,11/15/14,Stndrd Class,KD-16270,Karen Daniels,CONSUMER,United States,Houston,Texas,77095,central,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,148.48,2,0.2,16.704
3331,CA-2014-165309,11/11/14,15/11/14,Stndrd Class,KD-16270,Karen Daniels,Consumer,United States,Houston,Texas,77095,CENTRAL,TEC-PH-10004959,Technology,Phones,Classic Ivory Antique Telephone ZL1810,241.176,3,0.2,15.0735
3332,CA-2017-122595,14/12/17,12/20/17,Stndrd Class,GM-14455,Gary Mitchum,HOME OFFICE,United States,Chicago,Illinois,60653,CENTRAL,TEC-AC-10000474,TECHNOLOGY,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,227.976,3,0.2,28.497
3333,CA-2017-122595,14/12/17,12/20/17,Stndrd Class,GM-14455,Gary Mitchum,Home Office,United States,Chicago,Illinois,60653,CENTRAL,TEC-PH-10003095,technology,Phones,Samsung HM1900 Bluetooth Headset,52.68,3,0.2,19.755
3334,CA-2017-122595,12/14/17,12/20/17,Stndrd Class,GM-14455,Gary Mitchum,Home Office,United States,Chicago,Illinois,60653,Central,FUR-FU-10002963,FURNITURE,Furnishings,"Master Caster Door Stop, Gray",2.032,1,0.6,-1.3208
3335,US-2017-109253,21/08/17,08/22/17,Frst Clss,PR-18880,Patrick Ryan,CONSUMER,United States,Oakland,California,94601,west,OFF-AR-10000203,office supplies,Art,Newell 336,17.12,4,0,4.9648
3336,US-2017-109253,08/21/17,22/08/17,Frst Clss,PR-18880,Patrick Ryan,consumer,United States,Oakland,California,94601,WEST,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,431.968,4,0.2,37.7972
3337,US-2017-109253,08/21/17,22/08/17,Frst Clss,PR-18880,Patrick Ryan,Consumer,United States,Oakland,California,94601,West,FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,129.92,4,0,10.3936
3338,US-2017-109253,21/08/17,22/08/17,Frst Clss,PR-18880,Patrick Ryan,CONSUMER,United States,Oakland,California,94601,WEST,FUR-TA-10001539,FURNITURE,Tables,Chromcraft Rectangular Conference Tables,568.728,3,0.2,28.4364
3339,US-2017-109253,21/08/17,22/08/17,Frst Clss,PR-18880,Patrick Ryan,consumer,United States,Oakland,California,94601,West,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",117.144,9,0.2,42.4647
3340,US-2017-109253,21/08/17,22/08/17,Frst Clss,PR-18880,Patrick Ryan,Consumer,United States,Oakland,California,94601,west,OFF-AP-10002867,OFFICE SUPPLIES,Appliances,Fellowes Command Center 5-outlet power strip,203.52,3,0,54.9504
3341,US-2017-109253,08/21/17,08/22/17,Frst Clss,PR-18880,Patrick Ryan,Consumer,United States,Oakland,California,94601,West,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",$51.75,5,0,24.84 INR
3342,CA-2016-145982,27/08/16,01/09/16,Secnd Class,TB-21055,Ted Butterfield,CONSUMER,United States,Quincy,Massachusetts,2169,EAST,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,122.97,3,0,60.2553
3343,CA-2016-145982,27/08/16,01/09/16,Secnd Class,TB-21055,Ted Butterfield,consumer,United States,Quincy,Massachusetts,2169,EAST,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",244.615,1,0.3,20.967
3344,CA-2016-145982,08/27/16,01/09/16,Secnd Class,TB-21055,Ted Butterfield,consumer,United States,Quincy,Massachusetts,2169,East,TEC-PH-10000011,TECHNOLOGY,Phones,PureGear Roll-On Screen Protector,59.97,3,0,28.7856
3345,CA-2016-145982,27/08/16,01/09/16,Secnd Class,TB-21055,Ted Butterfield,Consumer,United States,Quincy,Massachusetts,2169,East,OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,81.54,9,0,36.693
3346,CA-2016-145982,27/08/16,01/09/16,Secnd Class,TB-21055,Ted Butterfield,consumer,United States,Quincy,Massachusetts,2169,East,OFF-FA-10000735,Office Supplies,Fasteners,Staples,11.68,4,0,5.256
3347,CA-2016-145982,27/08/16,09/01/16,Secnd Class,TB-21055,Ted Butterfield,Consumer,United States,Quincy,Massachusetts,2169,East,OFF-BI-10000174,office supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",29,5,0,13.92
3348,CA-2015-112014,13/08/15,20/08/15,Stndrd Class,ON-18715,Odella Nelson,corporate,United States,Yucaipa,California,92399,WEST,OFF-AR-10003156,OFFICE SUPPLIES,Art,50 Colored Long Pencils,50.8,5,0,13.208
3349,CA-2017-154732,05/11/17,11/07/17,Frst Clss,AH-10195,Alan Haines,corporate,United States,Chicago,Illinois,60623,Central,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,16.03,5,0.8,-25.648
3350,US-2016-157308,17/08/16,08/21/16,Stndrd Class,NM-18520,Neoma Murray,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10003712,OFFICE SUPPLIES,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",15.712,4,0.2,5.6956
3351,CA-2016-147536,26/12/16,31/12/16,Stndrd Class,AR-10510,Andrew Roberts,consumer,United States,New York City,New York,10024,East,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,89.97,3,0,18.8937
3352,US-2014-134733,23/09/14,09/28/14,Stndrd Class,BM-11650,Brian Moss,Corporate,United States,San Diego,California,92037,West,FUR-BO-10002916,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",435.999,3,0.15,20.5176
3353,US-2014-134733,23/09/14,28/09/14,Stndrd Class,BM-11650,Brian Moss,corporate,United States,San Diego,California,92037,west,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,83.984,2,0.2,31.494
3354,US-2014-150434,07/19/14,07/24/14,Stndrd Class,CA-12310,Christine Abelman,Corporate,United States,Bristol,Connecticut,6010,EAST,TEC-PH-10000895,technology,Phones,Polycom VVX 310 VoIP phone,359.98,2,0,93.5948
3355,US-2014-150434,19/07/14,24/07/14,Stndrd Class,CA-12310,Christine Abelman,Corporate,United States,Bristol,Connecticut,6010,East,FUR-TA-10004152,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",70.56,1,0.3,-4.032
3356,US-2014-150434,07/19/14,24/07/14,Stndrd Class,CA-12310,Christine Abelman,corporate,United States,Bristol,Connecticut,6010,east,OFF-BI-10003694,office supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",20.88,2,0,9.6048
3357,US-2014-150434,19/07/14,24/07/14,Stndrd Class,CA-12310,Christine Abelman,CORPORATE,United States,Bristol,Connecticut,6010,EAST,OFF-BI-10002160,office supplies,Binders,Acco Hanging Data Binders,3.81,1,0,1.8288
3358,CA-2017-100335,09/07/17,09/13/17,Stndrd Class,NF-18595,Nicole Fjeld,HOME OFFICE,United States,Chicago,Illinois,60610,CENTRAL,OFF-PA-10001685,Office Supplies,Paper,Easy-staple paper,73.008,9,0.2,26.4654
3359,CA-2016-139234,05/06/16,10/05/16,Stndrd Class,AF-10870,Art Ferguson,Consumer,United States,Chicago,Illinois,60610,Central,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,3.208,2,0.8,-5.2932
3360,CA-2016-139234,06/05/16,10/05/16,Stndrd Class,AF-10870,Art Ferguson,CONSUMER,United States,Chicago,Illinois,60610,Central,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,26.176,2,0.2,-3.272
3361,US-2015-142020,04/06/15,08/06/15,Secnd Class,TC-21535,Tracy Collins,Home Office,United States,New York City,New York,10024,EAST,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",30.44,4,0,14.3068
3362,US-2015-142020,04/06/15,08/06/15,Secnd Class,TC-21535,Tracy Collins,Home Office,United States,New York City,New York,10024,East,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",35.28,3,0,11.9952
3363,CA-2015-139962,12/13/15,12/20/15,Stndrd Class,Dp-13240,Dean percer,HOME OFFICE,United States,Revere,Massachusetts,2151,East,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,19.44,3,0,9.3312
3364,CA-2015-139962,12/13/15,20/12/15,Stndrd Class,Dp-13240,Dean percer,HOME OFFICE,United States,Revere,Massachusetts,2151,East,OFF-BI-10004738,OFFICE SUPPLIES,Binders,Flexible Leather- Look Classic Collection Ring Binder,37.88,2,0,18.94
3365,CA-2016-130050,16/07/16,18/07/16,Secnd Class,MC-17425,Mark Cousins,Corporate,United States,Houston,Texas,77036,Central,FUR-FU-10001940,furniture,Furnishings,Staple-based wall hangings,9.552,3,0.6,-3.8208
3366,CA-2014-115161,31/01/14,02/02/14,Frst Clss,LC-17050,Liz Carlisle,CONSUMER,United States,Mission Viejo,California,92691,West,FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",290.666,2,0.15,3.4196
3367,CA-2014-165379,09/07/14,15/07/14,Stndrd Class,BM-11650,Brian Moss,Corporate,United States,Dallas,Texas,75217,Central,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",10.368,2,0.2,3.6288
3368,CA-2014-165379,09/07/14,15/07/14,Stndrd Class,BM-11650,Brian Moss,CORPORATE,United States,Dallas,Texas,75217,CENTRAL,OFF-PA-10002245,OFFICE SUPPLIES,Paper,Xerox 1895,14.352,3,0.2,4.485
3369,CA-2015-115511,11/21/15,11/25/15,Stndrd Class,NW-18400,Natalie Webber,Consumer,United States,Las Vegas,Nevada,89115,west,FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty",141.96,2,0,41.1684
